"Indicador";"Periodo";"Valor";"Categoría 1";"Categoría 1-Valor";"Categoría 2";"Categoría 2-Valor";"Categoría 3";"Categoría 3-Valor";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2021";"48.7";"Sexo y grupos de edad";"20-24";"Redes sociales";"Twitter";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2021";"49.4";"Sexo y grupos de edad";"15-19";"Redes sociales";"Tik Tok";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2021";"51.6";"Sexo y grupos de edad";"25-29";"Redes sociales";"Facebook";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2021";"66.6";"Sexo y grupos de edad";"25-29";"Redes sociales";"Spotify";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2021";"69.2";"Sexo y grupos de edad";"Hombres";"Redes sociales";"Spotify";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2021";"71.2";"Sexo y grupos de edad";"Total";"Redes sociales";"Spotify";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2021";"72.6";"Sexo y grupos de edad";"15-19";"Redes sociales";"Spotify";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2021";"73.3";"Sexo y grupos de edad";"Mujeres";"Redes sociales";"Spotify";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2021";"73.8";"Sexo y grupos de edad";"25-29";"Redes sociales";"Instagram";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2021";"74.3";"Sexo y grupos de edad";"20-24";"Redes sociales";"Spotify";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2021";"76.4";"Sexo y grupos de edad";"Mujeres";"Redes sociales";"Youtube";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2021";"77.7";"Sexo y grupos de edad";"Hombres";"Redes sociales";"Instagram";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2021";"78.6";"Sexo y grupos de edad";"25-29";"Redes sociales";"Youtube";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2021";"79.8";"Sexo y grupos de edad";"20-24";"Redes sociales";"Youtube";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2021";"81.8";"Sexo y grupos de edad";"Total";"Redes sociales";"Youtube";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2021";"82.2";"Sexo y grupos de edad";"Total";"Redes sociales";"Instagram";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2021";"84.4";"Sexo y grupos de edad";"20-24";"Redes sociales";"Instagram";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2021";"86.8";"Sexo y grupos de edad";"15-19";"Redes sociales";"Youtube";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2021";"87.3";"Sexo y grupos de edad";"Hombres";"Redes sociales";"Youtube";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2021";"87.3";"Sexo y grupos de edad";"Mujeres";"Redes sociales";"Instagram";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2021";"88";"Sexo y grupos de edad";"15-19";"Redes sociales";"Instagram";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2021";"97.9";"Sexo y grupos de edad";"15-19";"Redes sociales";"WhatsApp";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2021";"98.9";"Sexo y grupos de edad";"Hombres";"Redes sociales";"WhatsApp";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2021";"99";"Sexo y grupos de edad";"Total";"Redes sociales";"WhatsApp";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2021";"99.2";"Sexo y grupos de edad";"Mujeres";"Redes sociales";"WhatsApp";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2021";"99.5";"Sexo y grupos de edad";"20-24";"Redes sociales";"WhatsApp";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2021";"99.8";"Sexo y grupos de edad";"25-29";"Redes sociales";"WhatsApp";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2018";"0";"Sexo y grupos de edad";"20-24";"Redes sociales";"Tik Tok";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2018";"0.3";"Sexo y grupos de edad";"15-19";"Redes sociales";"Tinder, Meetic, etc.";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2018";"0.3";"Sexo y grupos de edad";"Mujeres";"Redes sociales";"Tinder, Meetic, etc.";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2018";"0.4";"Sexo y grupos de edad";"25-29";"Redes sociales";"Tik Tok";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2018";"0.5";"Sexo y grupos de edad";"15-19";"Redes sociales";"Linkedin";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2018";"0.6";"Sexo y grupos de edad";"Total";"Redes sociales";"Tinder, Meetic, etc.";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2018";"0.8";"Sexo y grupos de edad";"20-24";"Redes sociales";"Tinder, Meetic, etc.";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2018";"0.8";"Sexo y grupos de edad";"25-29";"Redes sociales";"Tinder, Meetic, etc.";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2018";"0.8";"Sexo y grupos de edad";"Hombres";"Redes sociales";"Tik Tok";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2018";"0.8";"Sexo y grupos de edad";"Mujeres";"Redes sociales";"Tik Tok";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2018";"0.8";"Sexo y grupos de edad";"Total";"Redes sociales";"Tik Tok";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2018";"0.9";"Sexo y grupos de edad";"25-29";"Redes sociales";"Snapchat";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2018";"1";"Sexo y grupos de edad";"Hombres";"Redes sociales";"Tinder, Meetic, etc.";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2018";"2";"Sexo y grupos de edad";"15-19";"Redes sociales";"Tik Tok";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2018";"2.6";"Sexo y grupos de edad";"20-24";"Redes sociales";"Snapchat";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2018";"5.2";"Sexo y grupos de edad";"15-19";"Redes sociales";"Facebook";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2018";"5.3";"Sexo y grupos de edad";"Hombres";"Redes sociales";"Snapchat";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2018";"6.5";"Sexo y grupos de edad";"Hombres";"Redes sociales";"Linkedin";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2018";"8.4";"Sexo y grupos de edad";"Total";"Redes sociales";"Snapchat";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2018";"8.6";"Sexo y grupos de edad";"20-24";"Redes sociales";"Linkedin";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2018";"8.6";"Sexo y grupos de edad";"Total";"Redes sociales";"Linkedin";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2018";"10.8";"Sexo y grupos de edad";"Mujeres";"Redes sociales";"Linkedin";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2018";"11.6";"Sexo y grupos de edad";"Mujeres";"Redes sociales";"Snapchat";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2018";"13.1";"Sexo y grupos de edad";"Mujeres";"Redes sociales";"Twitter";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2018";"14.9";"Sexo y grupos de edad";"25-29";"Redes sociales";"Twitter";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2018";"16.1";"Sexo y grupos de edad";"15-19";"Redes sociales";"Twitter";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2018";"16.1";"Sexo y grupos de edad";"25-29";"Redes sociales";"Linkedin";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2018";"17.7";"Sexo y grupos de edad";"Total";"Redes sociales";"Twitter";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2018";"22";"Sexo y grupos de edad";"15-19";"Redes sociales";"Snapchat";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2018";"22.1";"Sexo y grupos de edad";"Hombres";"Redes sociales";"Twitter";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2018";"22.4";"Sexo y grupos de edad";"20-24";"Redes sociales";"Twitter";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2018";"26.2";"Sexo y grupos de edad";"Hombres";"Redes sociales";"Facebook";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2018";"32.8";"Sexo y grupos de edad";"Total";"Redes sociales";"Facebook";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2018";"36.2";"Sexo y grupos de edad";"20-24";"Redes sociales";"Facebook";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2018";"39.5";"Sexo y grupos de edad";"Mujeres";"Redes sociales";"Facebook";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2018";"55.3";"Sexo y grupos de edad";"25-29";"Redes sociales";"Facebook";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2018";"58.6";"Sexo y grupos de edad";"25-29";"Redes sociales";"Instagram";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2018";"64.7";"Sexo y grupos de edad";"25-29";"Redes sociales";"Youtube";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2018";"64.8";"Sexo y grupos de edad";"Mujeres";"Redes sociales";"Youtube";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2018";"68.8";"Sexo y grupos de edad";"Hombres";"Redes sociales";"Instagram";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2018";"73.7";"Sexo y grupos de edad";"Total";"Redes sociales";"Youtube";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2018";"74.1";"Sexo y grupos de edad";"Total";"Redes sociales";"Instagram";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2018";"75.1";"Sexo y grupos de edad";"20-24";"Redes sociales";"Instagram";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2018";"77.1";"Sexo y grupos de edad";"20-24";"Redes sociales";"Youtube";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2018";"79.6";"Sexo y grupos de edad";"Mujeres";"Redes sociales";"Instagram";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2018";"79.9";"Sexo y grupos de edad";"15-19";"Redes sociales";"Youtube";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2018";"82.2";"Sexo y grupos de edad";"Hombres";"Redes sociales";"Youtube";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2018";"89.9";"Sexo y grupos de edad";"15-19";"Redes sociales";"Instagram";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2018";"96.7";"Sexo y grupos de edad";"15-19";"Redes sociales";"WhatsApp";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2018";"97.9";"Sexo y grupos de edad";"Hombres";"Redes sociales";"WhatsApp";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2018";"98.2";"Sexo y grupos de edad";"Total";"Redes sociales";"WhatsApp";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2018";"98.5";"Sexo y grupos de edad";"Mujeres";"Redes sociales";"WhatsApp";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2018";"98.9";"Sexo y grupos de edad";"25-29";"Redes sociales";"WhatsApp";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2018";"99";"Sexo y grupos de edad";"20-24";"Redes sociales";"WhatsApp";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2016";"0.2";"Sexo y grupos de edad";"15-19";"Redes sociales";"Linkedin";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2016";"0.7";"Sexo y grupos de edad";"20-24";"Redes sociales";"Linkedin";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2016";"1.4";"Sexo y grupos de edad";"Mujeres";"Redes sociales";"Linkedin";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2016";"1.6";"Sexo y grupos de edad";"Total";"Redes sociales";"Linkedin";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2016";"1.9";"Sexo y grupos de edad";"Hombres";"Redes sociales";"Linkedin";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2016";"3.1";"Sexo y grupos de edad";"25-29";"Redes sociales";"Snapchat";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2016";"3.6";"Sexo y grupos de edad";"25-29";"Redes sociales";"Linkedin";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2016";"10.9";"Sexo y grupos de edad";"20-24";"Redes sociales";"Snapchat";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2016";"11.3";"Sexo y grupos de edad";"25-29";"Redes sociales";"Spotify";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2016";"12.4";"Sexo y grupos de edad";"20-24";"Redes sociales";"Spotify";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2016";"12.8";"Sexo y grupos de edad";"Hombres";"Redes sociales";"Spotify";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2016";"13.9";"Sexo y grupos de edad";"Total";"Redes sociales";"Spotify";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2016";"15";"Sexo y grupos de edad";"25-29";"Redes sociales";"Twitter";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2016";"15";"Sexo y grupos de edad";"Mujeres";"Redes sociales";"Spotify";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2016";"16";"Sexo y grupos de edad";"Hombres";"Redes sociales";"Snapchat";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2016";"18.5";"Sexo y grupos de edad";"15-19";"Redes sociales";"Spotify";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2016";"18.5";"Sexo y grupos de edad";"Total";"Redes sociales";"Snapchat";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2016";"20";"Sexo y grupos de edad";"25-29";"Redes sociales";"Instagram";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2016";"20.1";"Sexo y grupos de edad";"Mujeres";"Redes sociales";"Twitter";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2016";"21.1";"Sexo y grupos de edad";"Mujeres";"Redes sociales";"Snapchat";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2016";"21.8";"Sexo y grupos de edad";"Total";"Redes sociales";"Twitter";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2016";"23.5";"Sexo y grupos de edad";"Hombres";"Redes sociales";"Twitter";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2016";"24.9";"Sexo y grupos de edad";"20-24";"Redes sociales";"Twitter";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2016";"27";"Sexo y grupos de edad";"15-19";"Redes sociales";"Twitter";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2016";"33.4";"Sexo y grupos de edad";"25-29";"Redes sociales";"Youtube";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2016";"34.9";"Sexo y grupos de edad";"15-19";"Redes sociales";"Facebook";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2016";"35";"Sexo y grupos de edad";"Mujeres";"Redes sociales";"Youtube";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2016";"37";"Sexo y grupos de edad";"Hombres";"Redes sociales";"Instagram";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2016";"39.9";"Sexo y grupos de edad";"Total";"Redes sociales";"Youtube";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2016";"40.2";"Sexo y grupos de edad";"Total";"Redes sociales";"Instagram";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2016";"41.9";"Sexo y grupos de edad";"20-24";"Redes sociales";"Youtube";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2016";"42.3";"Sexo y grupos de edad";"20-24";"Redes sociales";"Instagram";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2016";"43.5";"Sexo y grupos de edad";"Mujeres";"Redes sociales";"Instagram";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2016";"44.6";"Sexo y grupos de edad";"Hombres";"Redes sociales";"Youtube";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2016";"44.9";"Sexo y grupos de edad";"15-19";"Redes sociales";"Snapchat";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2016";"45.9";"Sexo y grupos de edad";"15-19";"Redes sociales";"Youtube";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2016";"49.6";"Sexo y grupos de edad";"Hombres";"Redes sociales";"Facebook";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2016";"55.9";"Sexo y grupos de edad";"Total";"Redes sociales";"Facebook";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2016";"62.4";"Sexo y grupos de edad";"Mujeres";"Redes sociales";"Facebook";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2016";"62.5";"Sexo y grupos de edad";"15-19";"Redes sociales";"Instagram";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2016";"64.8";"Sexo y grupos de edad";"20-24";"Redes sociales";"Facebook";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2016";"65.7";"Sexo y grupos de edad";"25-29";"Redes sociales";"Facebook";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2016";"94.9";"Sexo y grupos de edad";"Hombres";"Redes sociales";"WhatsApp";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2016";"95.7";"Sexo y grupos de edad";"15-19";"Redes sociales";"WhatsApp";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2016";"96.1";"Sexo y grupos de edad";"Total";"Redes sociales";"WhatsApp";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2016";"96.2";"Sexo y grupos de edad";"25-29";"Redes sociales";"WhatsApp";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2016";"96.5";"Sexo y grupos de edad";"20-24";"Redes sociales";"WhatsApp";"";"";
"Uso diario de distintas redes sociales, según sexo, edad y TTHH";"2016";"97.4";"Sexo y grupos de edad";"Mujeres";"Redes sociales";"WhatsApp";"";"";
